,khach_cmt,rating,shop_phan_hoi
325,"Nhìn chung thì cũng ok.có một chút k hài lòng
Phù hợp với giá tiền",3,
326,"Gót lỏng , múi chân chặt , đế cứng , tiền nào của nấy . Vote 3 sao vì ship nhanh ",3,
327,"giày của mình về nó bị nhăn và có vết vàng , giặt không hết",3,
328,Giầy cũng được nhưng bị bẹp không có độn cứng bên trong làm mất phom shop cần chú ý cẩn thận hơn,3,
329,"Đặt màu đen mà giao màu trắng, hàng cũng k giống mẫu hoàn toàn",3,
330,chú ý để lót trong lòng giày để giữ fom cho ko bị móp mũi giày ,3,
331,"Quảng cáo là giày phản quang, nhưng không thấy phản quang gì cả :))",3,Vâng phản quang mà a chứ phải dạ quang đâu ạ. A chiếu đèn vào là phản quang nhé
332,"Giày đẹp nhưng thất vọng cái là nói giày phản quang ,mà mình cho vào chỗ tối, rồi bật led các kiểu mà k thấy phản quang đâu",3,
333,"Giày hơi năng
Ôm chân
Mà đi hơi đâu chân do vải cứng",3,
334,Chắt liệu giầy bt  mà đôi mình mua chả phản quan gì hết hơi thất vọng ah mà thôi,3,
335,Phần này bị gì v shop,3,
336,Đóng gói kém Làm from giày k giữ được. ,3,
337,Giao thiếu hàng nói sẽ chịu nhưng cx chả thấy gì thôi kệ cho đi vậy có đôi tất thoi mà =)),3,
338,"Hàng nào ko đc đẹp cho ném ,đúng như ngta nói tiền nào của đấy, cho 3sao",3,
339,"tiền nào của đó thật,đóng gói sơ sài,chất lượng có vẻ kém,chỉ sợ đi 5,7 lần là hư mất.",3,
340,Tạm được nhưng hàng về bóp méo tùm lum chắc tiền nào của nấy ,3,
341,Dây bị dơ,3,
342,,3,
343,,3,
344,Đặt 2 đôi 42 mà giao 2 đôi 43 :v,3,
345,Giày móp méo hết,3,
346,,3,
347,,3,
348,Gói hàng làm giày nhăn khá là bực mình .,3,
349,,3,
350,Giày zise ko chuẩn mua zise 40 như zese 39 vâỵ đó,3,
351,,3,
352,Đóng gói giầy kém để giầy bị bẹp,3,
353,,3,
354,"Giày bị móp, đế có khoảng 3 cm nhưng ghi 5 cm",3,
355,Đóng gói chưa cẩn thận làm giày bị nhăn,3,
356,,3,
357,Đóng gói sản phẩm không tốt,3,
358,Giầy thiếu lỗ xỏ😡,3,
359,,3,
360,,3,
361,,3,
362,Không thấy phản quang nhưng nói chung là ổn,3,
363,"Giao sai màu đặt trắng 43 
Lại giao đen 43",3,
364,,3,
365,Mũi giày nhăn tùm lum,3,
366,Tạm được,3,
367,,3,
368,,3,
369,65,3,
370,,3,
371,Sản phảm rất ok nhưng giao quá lâu ,3,
372,,3,
373,,3,
374,Đầu giày hơi nhàu. ko có hộp để giày,3,
375,,3,
376,,3,
377,,3,
378,,3,
379,Giày k như hình...,3,
380,,3,
381,Mua màu đen giao màu trắng 😻,3,
382,,3,
383,,3,
384,"Bên trong đế giày chưa chắc chắn, hàng trung quốc",3,
385,,3,
386,,3,
387,,3,
388,,3,
389,,3,
390,Bảo lấy siez 39 thoii lấy cho 43 chịu shop,3,
391,,3,
392,,3,
393,,3,
394,,3,
395,Giày hơi bị nhăn phần đầu,3,
396,,3,
397,,3,
398,,3,
399,,3,
400,,3,
401,,3,
402,,3,
403,,3,
404,,3,
405,,3,
406,,3,
407,,3,
408,,3,
409,Vieo lừa đảo ,3,
410,,3,
411,,3,
412,,3,
413,,3,
414,,3,
415,,3,
416,,3,
417,,3,
418,,3,
419,,3,
420,,3,
421,,3,
422,"Thiệt sự nhìn hộp giày mà thất vọng tràn trề luôn ắ.
Đóng gói thì ẩu tả, mất hết form giày, quá đắt với giá tiền này.
Tks shop.",2,
423,Ngsnrqbbganganag qg gbfbfảnnwg f qyntqntqntntntnqtbwtnwynwyn,2,
424,"Phí ship quá đắt, để free ship mà ship gần 30k, giày trên hình trắng tinh, giao về màu đục y như giày cũ, trong giày thì bị cắt bung chỉ rất xấu",2,
425,shop lm ăn quá chán đã đành bên sx đóng cho vài miếng giấy k giữ đx mũi giày r bên shop đóng cái hộp giày hết nói nổi,2,
426,"Giày đẹp nhưng hơi to so vs chân mình, mà gói hàng lúc giao cũng ko đc hoàn thiệt cho lắm.",2,
427,"Giao sai màu, đặt màu đen giao màu trắng. Giày ko phản quang như trong hình và ko như quảng cáo",2,
428,Giày mỏng dế cứng đi k thoải mái lắm chuẩn bị hàng thì rất lâu.,2,
429,Ko phản quang giao nhầm màu.  Mình có xem feedback rồi nhưng cứ hâm đi đặt. Hộp đựng nhỏ form giày bị méo vài chỗ.,2,
430,Chỉ may khá lỏng lẻo. Bị sờn chỉ và vải.,2,
431,giao hàng size màu. ko báo khách . lấy tùm bậy. làm ăn ẩu tả ,2,
432,Gói hàng như qq . ,2,
433,"Đặt giày màu trắng. Shop giao màu đen. 
Khá thất vọng!",2,
434,,2,
435,"Đóng hàng bị móp, bẹp vl",2,
436,Quá tệ,2,
437,"Giày đẹp, nhưng đặt size 42 thì lại giao 43",2,
438,,2,
439,Mũi giầy để nhăn nheo vs giầy bẹp nhiều chỗ ,2,
440,"Giống hình, k có phản quang, giao hàng chậm",2,
441,,2,
442,Hàng đóng gói khá lỏng lẻo túi thì bị rách,2,
443,Lấy mà trắng lại chuyển màu đen,2,
444,,2,
445,,2,
446,Chả thấy phản quang j ,2,Bạn chiếu đen flasl vào nhé. Xem phản quang không. Cảm ơn bạn đã đặt hàng ạ.
447,Mua phai toan do dung lai,2,
448,,2,
449,,2,
