,khach_cmt,rating,shop_phan_hoi
63,"Hôm qua nhận hàng không để ý ,h lấy ra mặc thử thì chx j đã bị xù lông và mik chx giặt",4,
64,"sp ok nhe, nma may kh chắc, còn bung chỉ , chất lượng,giá cũng tạm, chấp nhận được",4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
65,Quần lên form xinh tiếc là có một chỗ bẩn một ít chỉ thừa nên mình đánh giá 4*!,4,"hicc, cảm ơn bạn nhiều ạ"
66,Hàng ok giao hàng khá nhanh mà shipper cọc cằn quá,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
67,Quần có hơn bẩn một tí mà dc cái giao hàng nhanh tạm ổn,4,
68,"Giao nhanh, nhưng chất vải hơi mỏng giống hình đến 80/ nên mua",4,
69,"Vải đẹp ,ít chỉ thừa ,nhưng cái dây rút đứt k ưng ở điểm này",4,
70,"quần ok ,phù hợp vs giá tiền,chất lượng sản phẩm thì không phải nói r ạ. nhưng mà có điều hơi buồn là em đặt 2 cái thanh toán tiền 2 cái nhưng shop giao thiếu em một cái, nên giờ đang liên hệ shop để giải quyết nhưng vẫn chưa được, ai biết cách nào chỉ em vs ạ",4,
71,Không được  đẹp như trên hình mà ở tầm giá này cũng gọi là ổn,4,
72,"Chất thích , giao hàng thì cũng tạm gọi là bình thường 🤣, hơi ngắn so với chiều cao 1m63 size L còn vòng eo thì hơi rộng 🤣, nói chung là đẹp chất của quần xịn và đóng gói chắc chắn❤️",4,
73,Mình xin đánh giá 4★ vì khi mình nhận đc hàng thì quần có bị bật 1 đoạn chỉ ở khá dài,4,
74,quần đẹp chất vải và form ưng ý những vẫn còn chỉ thừa,4,
75,Đẹp,4,Đẹp mà  cho có 4 sao.híc
76,,4,Cám ơn bạn
77,"Quần được, nó ko hợp với tôi cho lắm 
Vải nóng, mùa hè mặc nóng
Ảnh và video chỉ mang tính chất nhận xu",4,
78,,4,
79,Đep đúng size nhưng trắng quá dễ dơ lém,4,
80,,4,
81,,4,
82,Dây rút ống quần dễ đứt nhưng hàng đẹp,4,
83,,4,
84,,4,
85,"Quần đẹp, 1 bên dây thắt bị dứt và buộc lại",4,
86,,4,
87,quần bị đứt dây chun kéo ở ống chân,4,
88,,4,
89,,4,
90,chất lượng,4,
91,,4,
92,,4,
93,,4,
94,,4,
95,Ko dày,4,
96,Tot,4,
97,,4,
98,,4,
99,,4,
100,,4,
101,,4,
102,,4,
103,,4,
104,,4,
105,,4,
106,,4,
107,,4,
108,Nhiều chỉ thừa và dễ bung chỉ,4,
109,,4,
110,,4,
111,Hơi mỏng,4,
112,Chữ lòi tưởng chữ in,4,
113,,4,
114,Sản phẩm tốt,4,
115,,4,
116,,4,
117,,4,
118,,4,
119,,4,
120,,4,
121,,4,
122,,4,
123,Đẹp,4,
124,,4,
125,,4,
126,Hơi mỏng nha shop,4,
127,,4,
128,,4,
129,,4,
130,,4,
131,,4,
132,,4,
133,Cx dc,4,
134,,4,
135,,4,
136,,4,
137,,4,
138,,4,
139,,4,
140,,4,
141,,4,
142,,4,
143,Quần rất đẹp nhưng có vài chỗ còn ít chỉ thừa,4,
144,,4,
145,,4,
146,,4,
147,,4,
148,,4,
149,,4,
150,tốt,4,
151,,4,
152,Quần trắng có mấy chấm nhỏ đen đen,4,
153,,4,
154,,4,
155,,4,
156,,4,
157,,4,
158,,4,
159,,4,
160,,4,
161,,4,
162,,4,
163,,4,
164,,4,
165,,4,
166,Vải đẹp lắm nha mn,4,
167,,4,
168,Vải rất ok,4,
169,,4,
170,,4,
171,,4,
172,duyệt,4,
173,,4,
174,,4,
175,,4,
176,,4,
177,,4,
178,,4,
179,,4,
180,Quần hơi dài,4,
181,Sản phẩm khá tốt,4,
182,,4,
183,,4,
184,..,4,
185,,4,
186,,4,
187,,4,
188,,4,
189,Tạm,4,
190,,4,
191,,4,
192,Hàng ok ...ship 0 sao,4,
193,,4,
194,,4,
195,,4,
196,,4,
197,"Quần rất đẹp,xứng đáng với giá tiền",4,
198,Hình ảnh giống sản phẩm cám ơn ah,4,
199,,4,
200,,4,
201,,4,
202,,4,
203,,4,
204,,4,
205,,4,
206,Giao hơi chậm,4,
207,,4,
208,,4,
209,,4,
210,,4,
211,,4,
212,Quần hơi mỏng,4,
213,,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
214,,4,
215,Đường chỉ may hơi kém,4,
216,,4,"bạn ơi đây là mẫu quần khác mà, có phải quần nhà mình đâu :((( bạn nhầm ạ hicccccc"
217,Mỏng,4,
218,,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
219,,4,
220,,4,
221,Vải hơi mỏng,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
222,,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
223,Wuaan duocc,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
224,,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
225,,4,
226,Tạm ổn,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
227,,4,
228,Chất vải đẹp nhưng form quần hơi rộng😅,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
229,,4,
230,,4,
231,,4,
232,Tạm. Mỏng,4,
233,,4,
234,,4,
235,,4,
236,Quần rất đẹp👍nhưng chất vải hơi mỏng.,4,
237,,4,
238,Quần đẹp vải cx đẹp nhưng k hớp vs con zai,4,
239,Quần đẹp giá rẻ hợp lí nhưng ống quần quá to,4,"CẢM ƠN BẠN, MONG BẠN TIẾP TỤC ỦNG HỘ SHOP NHA "
240,,4,
241,Quần đẹp nhưng hơi mỏng,4,cảm ơn bạn ạ 
242,,4,
243,,4,
244,,4,
245,vải hơi mỏng,4,
246,,4,
247,,4,
248,,4,
249,,4,
250,,4,
251,,4,
252,,4,
253,,4,
254,Phần chữ có chỉ thừa,4,
255,,4,
256,,4,
257,,4,
258,Nhìn đẹp,4,
259,,4,
260,,4,
261,,4,
262,,4,
263,hơi tôta :)),4,
264,,4,
265,,4,
266,,4,
267,,4,
268,Quần ok nhưng vải chỉ thừa,4,
269,H,4,
270,Bsbah,4,
271,,4,
272,,4,
273,,4,
274,phần dây kéo ở ống quần hơi lởm,4,
275,,4,
276,,4,
277,Quần kiểu dáng giống ảnh nhưng vải khả mỏng .,4,
278,,4,
279,Hơi không đúng form nhưng vẫn ok,4,
280,Ống quần hơi nhỏ so vs ảnh :)),4,
281,Chất vải ổn và giao hàng nhanh!!!,4,
282,,4,
283,,4,
284,,4,
285,,4,
286,,4,Cam on bạn
287,dịch nên giao hơi lâu,4,Cám ơn en
288,Ống quần ko rộng lắm,4,Cám ơn em
289,,4,Bạn nói vậy tội cho shop qá...quần vải umi có thể trong qua trình vạn chuyên do mình gói băng dính kĩ nên nó bị nhăn..bạn có thể giặt là hết nhăn mà
290,,4,Cám ơn em
291,đáng tiền,4,Cám ơn 👶👶👶👶
292,,4,Dạ cám ơn bé iu ngen❤❤❤❤❤
293,,4,Cám ơn rm
294,,4,
295,,4,Cám ơn bạn
296,,4,Shop chân thành cảm ơn. Vì bạn đã tin tưởng sử dụng sản phẩm của shop và dành thời gian quý báu của bạn để phản hồi lại ạ.
297,qwertyuiopasdfghjklzxcvbnm1234567980 hơi hơi hơi hơi hơi,3,
298,Quần k hề như mk nghĩ khá khác ảnh mặc dù mk chọn size L r mà khá bé và chất lượng hơi chán,3,
299,Sản phẩm khá tốt nhưng vãi hơi mõng . Nhưng sản phẩm của mk bị sp dùng bút ghi lên giặt ko ra 🥺🥺,3,"Uiii em ơi để chị đổi cho em , cái này là quần mẫu gói hàng gửi nhầm cho em mất rùiii hixxx hixx để chị đổi lại cho em cái khác nhé :( sorry bé"
300,Quần có vết bẩn nhg khá đẹp lên mua. Giao hàng hơi lâu,3,
301,"Tiền nào của đó mn, nhìn hình rất oke nhưng khi nhận sp thì -,-",3,
302,Hic shop tư vấn nhiệt tình cơ mà mình đặt 1 cái size L 1 cái XL shop giao cả 2 cái XL😢mình đo 2 cái bằng nhau luôn,3,
303,Tôi thấy quần mặc được cũng ưng ý cho shop 8 điểm =)))))))))))),3,
304,Quàn chất liệu tối theo cảm nhận thấy hơi xấu so vs hình khó phối đồ,3,
305,Dây rút bị đứt cả 2 bên:( mà nó cx chả rút đc nx vì dây quá dài,3,
306,,3,
307,Vải khá là mỏng mn mua k nên chọn màu trắng vì …,3,
308,,3,
309,,3,
310,,3,
311,,3,
312,,3,
313,,3,
314,Vãi hơi mỏng,3,
315,,3,
316,dây rút k đc. Còn lại thì oke,3,
317,,3,
318,,3,
319,,3,
320,,3,
321,,3,
322,,3,
323,,3,
324,,3,
325,Vải giặt qua 1-2 lần bị xù lông,3,
326,,3,Hì khen mà bé cho 3 sao ạ.tội chị ạ
327,,3,
328,,3,
329,,3,Huhu tội mình gê minh có xin được đổi cho bạn do minh hậu đậu gói nhầm màu minh xin lỗi ha 😞😞😞
330,Vải mỏng,3,
331,,3,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
332,,3,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii iuu "
333,,3,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
334,,3,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii iuu"
335,,3,
336,Cũng tạm đc mua về mẹ bảo đắt hơn ngoài trợ,3,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hiiii"
337,Quần quá chất lượng mn ơi nên mua nha,3,Mình cảm ơn bạn nhiều ạ
338,,3,
339,,3,
340,,3,
341,,3,
342,,3,
343,,3,
344,,3,
345,,3,
346,,3,
347,cũng tạm,3,
348,,3,
349,,3,
350,,3,
351,,3,
352,,3,
353,,3,
354,,3,
355,,3,
356,,3,
357,,3,
358,,3,
359,,3,
360,,3,
361,,3,
362,,3,
363,,3,
364,,3,
365,,3,Cám ơn bạn ạ 😘
366,,3,Quần chật nhắn mình là mình đổi size cho bạn ạ.chứ cho 3 sao tội mình á
367,,3,Híc gửi nhầm màu em ib là chị đổi nè 3 sao tội chị
368,,3,Khen mà cho 3 sao là sao bạn .híc
369,chất lượng sản phẩm kém,3,Híc .mình xin lỗi vì đã gửi nhầm màu quần mong bạn nge máy để mjnhf hướng dẫn cách đổi trả ạ
370,Vải mượt nhưng lại bịp quá. Đặt quần có dây rút nhưng khi nhận lại thì thành thế này. Anh em mua hàng lưu ý nha,2,"bạn ơi xin lỗi bạn shop có gửi nhầm quần cho bạn, mình có gọi hỗ trợ bạn đổi hàng mà bạn không nghe máy bạn, bạn check lại để mình hỗ trợ bạn nhé"
371,Shop giao hàng không đúng yêu cầu hoàn tiền,2,
372,Vải không được đẹp cũng còn nhiều chỉ thừa giá vậy nên cụng tạm được :))),2,Chị xin lỗi vì nh chỉ thừa ha .bù lại chất vải rất đẹp em xem ha
373,Sao ảnh là quần dài mà ship về quần đùi?,2,Minh gửi nhầm mà mình gọi đổi hàng bạn ko có nge máy..gọi rất nhiều cho bạn
374,,2,
375,,2,
376,Ừ,2,
377,,2,
378,,2,
379,,2,
380,,2,Híc bạn đã xin lỗi mình vì bạn làm rách quần trg qá trình bóc hàng ..bạn giận qá nên đánh giá tùm lum.minh cũng bùn gê 😞😞😞..mình săn sàng tặng lại bạn 2 quần này nếu thâth sự chất lượng như bạn nói ...mình ko bít nói sao hết mình thật sự rất buồn ..mjnhf muốn khóc qá 😢😢😢
381,,2,
382,,2,
383,,2,
384,,2,Mình xin lỗi vì đã làm bạn không hài lòng ạ..
385,"Sau 2 lần sử dụng đã xổ lông, vải như quần thể dục , không xứng với giá tiền
Quá tệ, chất lượng quá kém",1,
386,shop làm ăn k uy tín cccccccccccccccccccvvvvvvvvvbbcvgfggfdd,1,
387,"Hàng thì giao lâu , chỉ thừa lung tung , chưa làm gì đã đất mất cái chun 😡😡",1,"Hixx hu hu em ơi chắc các bạn gửi nhầm sp lỗi cho em rồi, để chị đổi cái khác cho em , sorry em nhiều "
388,Quần mỏng lắm nó cứ thùng thình như nào ấy với lại dây rút k kéo được!,1,Híc em có mét 42 chị nói mặc bị dài rồi mà híc
389,,1,
390,,1,
391,,1,
392,,1,
393,,1,
394,,1,
395,,1,
396,,1,
397,,1,
398,,1,
399,,1,
400,,1,
401,,1,Shop đã gửi hàng cho đơn vị vận chuyển thì không thể dừng lại được bạn nhé. Nếu muốn hủy đơn bạn có thể không nhận hàng. Hoặc bạn có thể yêu cầu trả hàng hoàn tiền. Shop luôn cố gắng hết sức phục vụ bạn nhé.
